0.023
0.033
0.043
0.053
0.063
0.073
0.083
0.093
0.103
0.113
0.123
0.133
0.143
0.153
0.163
0.173
0.183	400.001
0.193	399.932
0.203	399.862
0.213	399.747
0.223	400.556	325.165
0.233	400.255	325.634
0.243	399.539	322.099
0.253	399.678	322.099
1.493	375.984	290.292	440.000
1.503	376.810	438.149	146.832
1.513	376.745	146.832	437.971
1.523	376.223	146.832	440.000
1.533	376.288	146.832	439.873
1.543	377.006	146.832	440.000
1.553	377.093	146.832	440.000	290.292
1.563	377.028	146.714	442.958	294.752
1.573	377.333	146.832	440.000	297.077
1.583	377.180	147.478	440.000	297.077
1.593	148.050	376.941	440.000	295.042
1.603	148.538	377.115	440.000	295.349
1.613	148.538	377.071	440.000	295.878
1.623	146.832	376.679	440.000	296.803
1.633	146.832	376.701	440.102	297.077
1.643	147.956	376.658	440.000	296.477
1.653	146.832	376.310	440.000	296.597
1.663	146.832	375.897	440.000	295.964
1.673	146.832	376.071	440.000	296.511
1.683	146.832	375.658	440.000	297.506
1.693	146.832	375.680	440.000	295.947
1.703	146.832	376.244	440.000	296.511
1.713	146.832	375.788	440.000	297.077
1.723	148.538	375.268	440.000	296.785
1.733	148.564	375.810	440.000	296.820
1.743	146.773	375.463	439.949	297.077
1.753	148.538	375.506	440.000	296.905
1.763	146.832	375.984	440.000	1317.749
1.773	146.832	375.550	440.000	1317.825
1.783	146.832	375.181	440.000	1317.673
1.793	146.832	375.875	439.873	1317.673
1.803	146.832	376.027	440.000	1317.216
1.813	148.196	375.723	438.427	1317.597
1.823	146.832	375.701	440.000	1317.977
1.833	146.832	375.767	440.000	527.469
1.843	146.832	375.875	439.746	525.068
1.853	146.832	375.810	440.000	527.226	789.581
1.863	146.832	375.810	440.000	525.675	786.440
1.873	146.832	375.550	439.137	526.373	789.854
1.883	146.832	375.398	439.517	529.086	790.037
1.893	146.629	375.897	439.975	529.331	790.402
1.903	146.832	375.875	439.975	529.331	791.407
1.913	146.832	375.962	440.000	529.331	791.453
1.923	146.832	376.679	440.000	527.378
1.933	146.832	376.723	440.000	525.766
1.943	146.832	440.789	377.660	524.492
1.953	146.832	440.000	527.165	378.424
1.963	146.832	441.196	527.165	376.766
1.973	146.832	444.393	526.860
1.983	146.832	444.984	527.286
1.993	148.538	440.000	527.256
2.003	148.538	440.000	527.591
2.013	148.538	441.655
2.023	147.743	441.732
2.033	147.828	441.757
2.043	147.931	263.902
2.053	296.066	148.050
2.063	296.100	195.998
2.073	296.118	195.896
2.083	295.008	195.828
2.093	297.077	195.998
2.103	297.077	246.885
2.113	296.648	247.113
2.123	293.665	244.105	99.138
2.133	296.254	246.429	99.138
2.143	297.077	246.942	96.873
2.153	247.270	297.077	96.873
2.163	248.372	296.220	99.138
2.173	249.811	297.077	96.873
2.183	249.811	296.340	97.937
2.193	249.811	296.426	97.999
2.203	249.811	295.434	97.937
2.213	249.422	295.673	97.999
2.223	249.393	295.212	97.920
2.233	249.667	295.622	97.999
2.243	249.004	295.332	97.999	393.470
2.253	249.537	295.059	97.999	394.494
2.263	248.846	295.537	99.138	392.358
2.273	248.875	295.093	96.873	392.313
2.283	248.774	295.605	97.999
2.293	248.501	295.161	97.626
2.303	248.415	295.639	97.999
2.313	248.315	295.264	96.873
2.323	247.799	96.873	295.520
2.333	247.599	96.873	295.485
2.343	247.084	96.873	295.622
2.353	247.213	96.873	295.759
2.363	246.942	98.954	295.776
2.373	246.942	97.999	295.981
2.383	247.027	97.999	295.947
2.393	97.999	246.942	295.793
2.403	98.521	247.513	295.810
2.413	99.138	248.085	295.844
2.423	98.829	248.028	295.861
2.433	99.138	247.885	295.861
2.443	98.072	247.999	295.912
2.453	247.370	97.999	295.912
2.463	247.513	97.999	295.895
2.473	246.970	97.999	295.827
2.483	247.213	97.999	295.827
2.493	246.942	96.873	295.673
2.503	246.942	99.138	295.844
2.513	246.942	96.873	295.707
2.523	246.942	99.138	295.895
2.533	247.199	97.999	295.930
2.543	246.942	98.532	295.912
2.553	246.942	99.138	295.998
2.563	247.056	98.749	296.032
2.573	246.942	99.138	296.066
2.583	246.942	99.138	296.169
2.593	246.942	99.138	296.152
2.603	246.942	99.138	296.237
2.613	246.942	99.138	296.203
2.623	246.942	296.254	99.138
2.633	246.942	296.186	98.584
2.643	246.942	296.118	98.385
2.653	247.070	296.152	98.180
2.663	247.084	296.169	98.016
2.673	247.670	296.494	99.138
2.683	246.942	296.374	96.873
2.693	248.171	297.077	96.873
2.703	246.942	297.077	96.873
2.713	248.143	96.873	297.077
2.723	247.570	96.873	297.077
2.733	248.014	97.999	297.077
2.743	248.143	97.999	297.077
2.753	248.415	99.138	293.665
2.763	99.138	248.114	296.049
2.773	99.138	248.516	295.981
2.783	99.138	248.214	293.665
2.793	99.138	248.171	296.597
2.803	99.138	248.272	295.930
2.813	99.138	247.684	296.254
2.823	99.138	247.885	296.237
2.833	97.999	247.127	296.169
2.843	97.999	247.213	296.100
2.853	97.125	246.942	296.237
2.863	96.873	246.942	296.272
2.873	96.873	246.942	296.289
2.883	96.873	246.942	296.323
2.893	96.873	246.942	296.323
2.903	96.873	246.942	296.254
2.913	96.873	246.942	296.203
2.923	97.999	246.942	296.203
2.933	97.999	246.856	296.118
2.943	97.999	246.942	296.237
2.953	97.999	246.942	296.237
2.963	99.138	246.942	296.118
2.973	99.138	247.270	296.272
2.983	97.999	247.399	296.169
2.993	99.138	246.942	296.374
3.003	99.138	247.284	394.380
3.013	99.138	247.599	393.152
3.023	97.999	246.942	393.197
3.033	97.999	247.241	392.993
3.043	96.873	246.942	390.098
3.053	96.873	246.942	392.653
3.063	96.873	246.942	392.517
3.073	96.845	246.828
3.083	96.873	246.144
3.093	98.954	246.358
3.103	97.423	246.443
3.113	97.999	246.286
3.123	99.138	246.358
3.133	99.138	246.372
3.143	98.783	246.799
3.153	99.138	246.942
3.163	99.138	247.227
3.173	99.138	247.842
3.183	248.343	99.138
3.193	248.343	99.138
3.203	248.559	99.138
3.213	248.516	99.138
3.223	248.272	99.138
3.233	248.343	98.407	396.665
3.243	247.928	97.999	396.344
3.253	248.387	99.138	198.275
3.263	249.119	99.138	332.189
3.273	246.942	98.863	332.246
3.283	249.811	332.285	259.249
3.293	333.458	248.473	256.064
3.303	329.628	258.621	248.487
3.313	332.592	258.621	398.134
3.323	332.112	260.179	396.550
3.333	333.053	264.666	401.158
3.343	333.034	261.626	131.282
3.353	332.592	256.330	130.813
3.363	332.900	130.813	264.666
3.373	332.919	130.813	396.550
3.383	332.669	130.896	396.550
3.393	332.861	132.333	400.648
3.403	332.784	132.333	400.417
3.413	332.650	132.058	397.376
3.423	332.688	131.883	396.550
3.433	332.707	132.096	263.004
3.443	132.333	332.765	262.125
3.453	132.157	332.630	261.626
3.463	130.579	332.630	262.519
3.473	132.333	332.650	261.626
3.483	130.813	332.707	262.822
3.493	132.333	332.688	261.626
3.503	132.333	332.938	263.050
3.513	132.333	332.880	264.009
3.523	132.333	332.842	264.880
3.533	132.333	333.092	264.223
3.543	132.333	333.150	264.039
3.553	132.333	333.458	264.192
3.563	132.333	264.314	333.458
3.573	132.333	397.605	267.741
3.583	132.333	397.445	266.229
3.593	132.333	401.158	261.746
3.603	132.333	397.513	264.116
3.613	132.333	398.180	296.169
3.623	132.333	397.445	296.118
3.633	132.333	397.445	295.964
3.643	132.333	397.927	296.888	235.790
3.653	132.333	398.134	295.759	235.790
3.663	132.333	296.049	397.835	235.790
3.673	132.333	296.546	236.691	397.605
3.683	132.333	295.930	236.691	397.835
3.693	132.333	295.861	235.899	397.490
3.703	132.333	296.528	236.363	397.996
3.713	132.333	295.810	237.513	398.295
3.723	132.333	295.622	237.115	397.490
3.733	132.608	296.306	235.831	397.330
3.743	132.440	295.468	235.790	397.123
3.753	132.333	295.571	235.790	397.284
3.763	132.333	296.186	235.790	396.779
3.773	132.333	295.537	235.368
3.783	132.333	295.724	235.790
3.793	130.813	296.511	235.926
3.803	130.813	235.790	296.049
3.813	130.813	235.790	296.563
3.823	130.813	236.090	297.558
3.833	130.813	235.790	396.550
3.843	130.813	235.845	396.321
3.853	236.431	130.813	396.298
3.863	236.281	132.333	440.483
3.873	237.471	131.146	440.687
3.883	237.047	436.607	131.146
3.893	440.000	236.554	176.184
3.903	440.000	238.530	174.614
3.913	442.600	176.643	237.101
3.923	443.547	176.643	237.156
3.933	443.368	176.643	221.057
3.943	443.624	176.643	221.096
3.953	442.805	176.500	221.914
3.963	442.779	220.000	176.643
3.973	442.421	220.280	176.643
3.983	445.113	221.019	176.643
3.993	445.113	221.134	176.694
4.003	222.556	442.932	176.735
4.013	221.313	443.316	176.745
4.023	220.968	443.035	177.348
4.033	222.299	442.984	176.643
4.043	221.083	442.881	176.643
4.053	221.274	442.932	176.643
4.063	220.713	442.958	264.666
4.073	220.394	265.492	442.856
4.083	221.274	264.666	176.643
4.093	220.318	264.666	176.674
4.103	220.420	263.994	176.643
4.113	220.064	267.478	442.268
4.123	221.402	264.666	442.856
4.133	221.159	264.666	442.932
4.143	221.006	265.125	442.984
4.153	220.942	264.666	443.035
4.163	222.556	442.702	265.170
4.173	220.000	443.035	266.506
4.183	444.342	166.729	220.000
4.193	444.034	166.729	220.840
4.203	443.649	169.105	264.666
4.213	442.728	166.873	264.666
4.223	442.498	166.758	265.017
4.233	442.089	166.729	195.851
4.243	442.344	166.729	195.885
4.253	166.729	441.732	195.998
4.263	166.729	441.273	195.139
4.273	168.666	439.822	195.964
4.283	166.729	438.427	195.998
4.293	166.729	436.885	195.998
4.303	168.666	434.946	196.077
4.313	164.814	433.817	197.053
4.323	166.729	429.950	195.998
4.333	166.729	429.950	196.134
4.343	166.729	391.995	196.145
4.353	166.729	387.493	195.998
4.363	166.729	391.995	196.156
4.373	166.729	391.995	196.145
4.383	166.729	393.016	195.998
4.393	166.729	393.402	195.998
4.403	164.814	392.403	196.111
4.413	401.158	164.814	196.576
4.423	394.243	195.998	166.729
4.433	393.061	196.134	168.666
4.443	392.789	195.998	482.603
4.453	393.197	195.998	482.603
4.463	195.998	401.158	490.047
4.473	489.566	195.998	393.334
4.483	488.211	393.675	195.998
4.493	493.883	394.426	197.145
4.503	493.883	293.665	391.995
4.513	492.914	297.077	176.806
4.523	494.426	297.077	176.868
4.533	495.712	296.734	176.643
4.543	493.883	296.357	176.704
4.553	496.056	296.323	176.827
4.563	296.272	499.622	176.643
4.573	296.580	495.770	177.072	355.127
4.583	296.580	494.426	176.643	354.574
4.593	297.077	493.883	177.666
4.603	297.077	493.883	177.297
4.613	297.077	493.883	178.696
4.623	177.707	297.077	492.402
4.633	177.728	297.283	491.692
4.643	178.696	297.077	490.585
4.653	177.738	296.923	490.784
4.663	178.489	296.991	491.947
4.673	177.215	296.169	492.004
4.683	177.287	293.665	493.741
4.693	178.273	296.254	493.883
4.703	177.666	296.289	494.969
4.713	176.909	296.049	499.622
4.723	177.779	295.964	499.622
4.733	177.933	296.100	499.622
4.743	176.919	295.502	499.622
4.753	177.872	297.077	498.526
4.763	178.500	295.161	494.426
4.773	176.960	295.349	494.597
4.783	177.564	297.077	493.883
4.793	178.438	295.059	493.085
4.803	177.328	295.144	492.459
4.813	177.584	294.872	492.345
4.823	178.170	294.872	492.886
4.833	177.543	294.838	493.370
4.843	177.646	294.957	493.883
4.853	178.026	294.701	496.056
4.863	177.400	294.872	494.911
4.873	176.970	293.665	497.635
4.883	178.654	297.077	497.376
4.893	178.118	295.366	496.658
4.903	178.696	297.077	498.124
4.913	178.211	295.810	495.684
4.923	178.026	295.776	496.228
4.933	176.653	296.135	496.572
4.943	178.160	296.443	493.883
4.953	178.160	297.077	495.999
4.963	176.980	297.077	495.169
4.973	177.615	297.077	495.770
4.983	178.252	297.077	990.852
4.993	177.154	297.077	519.307
5.003	177.318	297.077	517.241
5.013	178.696	296.665	516.435
5.023	177.944	295.485	520.628
5.033	178.696	297.077	517.241
5.043	177.790	517.241	297.026
5.053	178.592	523.251	296.768
5.063	527.347	178.293	296.734
5.073	527.652	176.643	296.717
5.083	527.408	176.643	131.677
5.093	522.949	177.656	332.515
5.103	523.009	332.534	131.479
5.113	522.556	333.458	132.333
5.123	329.628	522.044	198.275
5.133	333.458	198.275	131.168
5.143	333.130	198.401	131.085	517.241
5.153	332.919	198.275	130.813	522.406
5.163	332.919	198.275	130.813	522.194
5.173	332.880	198.138	130.813	522.164
5.183	332.784	198.275	130.813	522.406
5.193	332.688	198.275	130.813	522.889
5.203	332.611	198.275	130.813	525.189
5.213	198.275	332.266	130.813
5.223	198.275	332.131	130.813
5.233	198.275	331.652	130.466
5.243	198.149	331.326	130.813
5.253	197.486	331.595	130.813
5.263	198.275	331.231	130.813
5.273	198.275	331.040	129.198
5.283	197.612	331.595	130.104
5.293	198.275	331.346	130.956
5.303	198.275	331.346	129.154
5.313	198.161	331.767	129.310
5.323	198.275	325.841	129.310
5.333	198.275	331.212	129.310
5.343	198.000	331.384	129.310
5.353	198.275	330.906	130.127
5.363	198.275	331.250	130.813
5.373	197.875	331.537	130.813	521.953
5.383	198.275	330.963	130.805	522.285
5.393	198.275	331.499	130.730	521.591
5.403	198.218	331.748	129.969	520.899
5.413	198.275	331.269	130.813	523.493
5.423	198.275	331.633	131.085	523.886
5.433	198.012	329.628	130.813	527.957
5.443	198.275	331.231	131.290	527.865
5.453	130.813	198.012	331.518	527.408
5.463	130.813	197.509	331.326	524.401
5.473	130.692	198.275	331.231	524.098
5.483	130.813	197.898	331.556	521.591
5.493	129.939	197.201	331.288	523.463
5.503	197.920	331.365	131.343	518.617
5.513	197.932	331.633	129.902	523.130
5.523	197.635	331.441	129.819	1041.377
5.533	198.069	331.595	129.310	1038.733
5.543	197.760	331.863	129.310	1038.613
5.553	198.275	331.537	130.813	1041.136
5.563	198.184	331.748	130.813	1043.002
5.573	198.275	331.729	130.813	525.614
5.583	198.275	331.729	129.310	525.766
5.593	197.863	331.767	130.503	527.043
5.603	198.275	331.748	130.157	526.130
5.613	198.275	332.035	130.715	529.331
5.623	197.715	332.016	132.333	523.251
5.633	197.486	331.959	130.813	526.586
5.643	197.589	332.189	130.813	524.371
5.653	197.783	332.246	130.813	524.038
5.663	197.384	331.863	130.813	521.049
5.673	197.852	332.170	130.896	520.929
5.683	198.218	331.824	132.035	522.134
5.693	197.258	331.537	130.813	523.493
5.703	197.532	331.844	130.300	523.493
5.713	130.813	198.275	331.403	522.436
5.723	130.813	197.601	331.748	523.795
5.733	130.813	197.692	331.767	524.825
5.743	130.813	198.275	331.441	525.766
5.753	130.813	197.920	331.882
5.763	132.333	198.012	331.748
5.773	132.333	198.275	331.269
5.783	132.333	197.578	331.671
5.793	132.333	198.058	331.575
5.803	132.333	198.012	331.212
5.813	131.472	197.293	331.748
5.823	130.059	198.206	331.422
5.833	130.813	198.275	331.384
5.843	130.813	197.464	331.709
5.853	130.112	198.126	331.441
5.863	130.813	198.275	331.614
5.873	130.813	197.464	331.863
5.883	130.647	197.920	331.959
5.893	130.526	198.138	332.112
5.903	130.813	197.498	332.285
5.913	131.214	197.738	332.150
5.923	131.578	197.692	332.266
5.933	132.333	197.258	332.093
5.943	132.333	198.012	331.959
5.953	132.333	197.760	331.997
5.963	132.333	198.275	331.729
5.973	132.333	198.229	331.863
5.983	132.333	198.218	332.035	524.552
5.993	132.333	198.275	331.805	527.987
6.003	130.813	198.275	331.824	525.219
6.013	130.813	198.275	331.901
6.023	130.813	198.275	332.093
6.033	130.813	198.458	332.304
6.043	130.813	198.275	332.438
6.053	130.813	198.275	332.727
6.063	130.813	198.275	325.841
6.073	130.813	198.275
6.083	130.813	198.309
6.093	130.813	198.298
6.103	130.813
6.113	130.813
6.123	130.813
6.133	130.813
6.143
6.153
6.163
6.173
6.183
6.193
6.203
6.213
6.223
6.233
6.243
6.253
6.263
6.273
6.283
6.293
6.303
6.313
6.323
6.333
6.343
6.353
6.363
6.373
6.383
6.393
6.403
6.413
6.423
6.433
6.443
6.453
6.463
6.473
6.483
6.493
6.503
6.513
6.523
6.533
6.543
6.553
6.563
6.573
6.583
6.593
6.603
6.613
6.623
6.633
6.643
6.653
6.663
6.673
6.683
6.693
6.703
6.713
6.723
6.733
6.743
6.753
6.763
6.773
6.783
6.793
6.803
6.813
6.823
6.833
6.843	245.222
6.853	245.590
6.863	245.917
6.873	246.201
6.883	243.936
6.893	244.119	98.954
6.903	245.250	99.046
6.913	246.942	99.109
6.923	246.942	99.138
6.933	249.811	99.195	595.356
6.943	249.811	99.138	595.391
6.953	249.753	100.289	597.423
6.963	249.566	99.138	597.941
6.973	249.076	99.138	598.045
6.983	249.450	99.138	596.527
6.993	249.019	99.138	593.605
7.003	249.537	99.138	593.023
7.013	249.234	99.138	592.988
7.023	249.623	99.138	591.517
7.033	99.138	249.811	587.330
7.043	99.138	249.811	587.330
7.053	99.138	250.042	587.330
7.063	97.999	250.461	590.595
7.073	99.138	249.999	590.664
7.083	99.138	250.201	590.903
7.093	99.138	249.811	594.154
7.103	99.138	249.623	397.490
7.113	99.138	249.652	397.192
7.123	99.138	249.350	397.054
7.133	99.138	249.811	397.192
7.143	99.138	249.479	397.146
7.153	99.138	249.811	397.146
7.163	249.811	99.138	397.169
7.173	249.811	99.138	397.192
7.183	249.811	97.999	397.123
7.193	249.811	97.999	396.871
7.203	249.508	99.138	397.284
7.213	249.811	99.138	582.734	397.307
7.223	249.494	99.862	583.407	397.582
7.233	249.782	99.138	397.330	585.331
7.243	249.494	99.138	397.330	586.008
7.253	249.739	98.595	397.513	587.160
7.263	249.566	98.493	397.605	586.414
7.273	249.595	97.999	397.169	586.584
7.283	249.797	97.999	397.376	587.330
7.293	249.811	397.353	97.999	587.330
7.303	249.638	97.999	397.307	587.330
7.313	249.091	97.999	397.100	587.601
7.323	249.580	97.999	396.917
7.333	248.875	97.999	397.009
7.343	249.811	396.207	97.999
7.353	249.811	396.619	98.197
7.363	249.811	396.550	97.999
7.373	249.811	396.825	97.999
7.383	250.042	395.407	99.138
7.393	395.429	250.114	195.998
7.403	387.493	249.811	198.653
7.413	391.995	249.811	198.275
7.423	391.995	198.275	249.869
7.433	398.709	198.275	249.898
7.443	397.835	111.548	197.955
7.453	398.940	111.529	105.033
7.463	401.158	111.278	262.034
7.473	401.158	111.574	262.458
7.483	402.527	112.571	261.626
7.493	399.285	111.278	263.567
7.503	401.158	111.278	261.626
7.513	401.158	111.278	264.574
7.523	111.278	398.433	264.666
7.533	111.278	397.973	264.666
7.543	111.278	397.950	263.598
7.553	111.278	398.433	264.666
7.563	111.278	398.272	264.666
7.573	111.278	398.940	263.811
7.583	111.278	398.387	262.519
7.593	111.278	398.456	262.731
7.603	111.278	398.180	261.626
7.613	111.278	397.904	262.549
7.623	111.278	397.720	263.278
7.633	111.278	397.330	261.626
7.643	111.278	396.963	264.207	521.591
7.653	111.278	396.779	261.626
7.663	111.278	397.766	261.626
7.673	111.278	396.802	262.731
7.683	111.278	262.959	397.261
7.693	111.278	264.666	397.513
7.703	111.278	261.716	398.502
7.713	111.278	263.658	398.364
7.723	111.278	264.666	401.575
7.733	111.445	263.324	401.158
7.743	111.278	264.666	524.522
7.753	111.278	261.656	524.492	399.331
7.763	112.649	261.626	523.191	376.375
7.773	111.278	264.666	521.501	376.331
7.783	111.278	264.666	522.587	377.180
7.793	111.278	261.626	376.201	522.496
7.803	111.278	263.994	376.484	520.779
7.813	111.278	264.666	375.767	522.647
7.823	111.355	263.339	376.310	521.953
7.833	111.278	261.626	375.701	522.164
7.843	111.278	261.626	376.092
7.853	110.682	261.626	376.136
7.863	111.278	261.626	375.810
7.873	110.000	261.626	375.745
7.883	111.278	261.626	375.897
7.893	110.650	261.626	375.723
7.903	109.594	261.626	375.745
7.913	111.278	261.626	376.005
7.923	261.626	111.278	375.875
7.933	261.626	111.278	375.723
7.943	263.324	111.278	376.505
7.953	261.626	111.723	376.114
7.963	264.666	111.278	376.462
7.973	264.314	111.278	376.679
7.983	264.666	111.278	376.679
7.993	264.666	111.278	378.905	488.211
8.003	264.161	111.278	490.132	374.553
8.013	264.421	492.459	111.317	373.840
8.023	264.666	489.481	361.544	394.152
8.033	491.578	265.753	394.745	132.333
8.043	495.255	265.186	395.224	123.685
8.053	493.883	393.038	267.741	123.714
8.063	396.550	498.555	122.887	265.523
8.073	400.209	498.901	123.792	296.665
8.083	396.550	493.883	124.905
8.093	396.550	298.608	123.471
8.103	396.550	297.077	123.521
8.113	396.733	297.077	124.488
8.123	396.550	297.077	123.471
8.133	397.100	297.077	124.007
8.143	396.550	297.077	123.935
8.153	396.550	297.077	123.928
8.163	396.550	297.077	124.401
8.173	297.077	396.550	123.878
8.183	297.403	396.550	124.488
8.193	297.506	396.550	123.471
8.203	297.420	396.550	123.471
8.213	297.077	396.550	122.795
8.223	297.077	396.550	124.905
8.233	297.077	396.550	124.610
8.243	297.111	396.550	122.377
8.253	297.214	396.550	123.471
8.263	297.077	396.550	123.471
8.273	297.249	396.550	123.471
8.283	297.077	396.550	123.471
8.293	297.077	395.909	495.942
8.303	297.077	396.550	496.544
8.313	297.111	394.722	498.124
8.323	297.077	498.383	396.550
8.333	297.077	495.598	394.973
8.343	298.005	494.483	396.550
8.353	297.678	493.883	132.333
8.363	297.420	493.114	132.333
8.373	297.077	490.812	132.333
8.383	297.919	491.322	132.333
8.393	297.077	490.189	132.333
8.403	297.077	489.990	132.333
8.413	297.077	490.897	132.333
8.423	297.077	490.755	132.333
8.433	297.077	493.228	132.333
8.443	297.077	132.333	493.883
8.453	297.077	132.333	492.687
8.463	298.108	132.333	492.943
8.473	297.919	132.333	493.883
8.483	297.077	132.333	493.484
8.493	297.077	132.333	494.826
8.503	297.661	132.333	493.883
8.513	297.077	132.333	493.883
8.523	297.077	132.333	493.883
8.533	297.352	132.333	493.883
8.543	297.077	132.333	493.883
8.553	297.077	132.333	493.969
8.563	297.077	132.333	493.969
8.573	297.678	132.333	493.940
8.583	297.077	132.333	148.667
8.593	298.057	132.333	148.504
8.603	297.077	132.333	148.410
8.613	297.077	150.264	438.047
8.623	297.644	148.538	440.000
8.633	148.538	300.529	440.000
8.643	148.994	440.000	297.678
8.653	146.832	440.000	376.201
8.663	146.832	374.294	440.000
8.673	146.832	374.294	439.898
8.683	146.832	374.294	439.924
8.693	148.538	374.294	440.000
8.703	148.538	374.769	440.000
8.713	148.538	374.943	440.000
8.723	148.538	375.138	440.000
8.733	148.538	374.856	440.000
8.743	146.553	374.813	440.000
8.753	148.538	374.878	440.000
8.763	148.538	374.618	440.000
8.773	148.538	374.077	440.000
8.783	146.147	374.229	440.000
8.793	148.805	374.294	440.000
8.803	148.538	373.991	440.000
8.813	148.899	374.185	440.000
8.823	146.832	374.294	440.000
8.833	146.832	373.926	440.000
8.843	148.538	374.380	440.000
8.853	148.538	374.748	440.000
8.863	146.020	374.445	440.000
8.873	146.832	374.531	440.000
8.883	148.538	374.294	440.000
8.893	148.538	374.294	440.000
8.903	148.564	374.531	440.000
8.913	148.538	374.294	440.000
8.923	148.538	374.337	440.000
8.933	148.538	374.467	440.000
8.943	148.538	374.769	440.000	1315.847
8.953	148.676	374.467	440.000	1315.771
8.963	148.538	374.596	440.000	1315.239
8.973	148.538	374.596	440.000	1315.543
8.983	148.538	374.618	440.000	1315.999
8.993	148.538	374.661	440.000	1316.075
9.003	148.590	374.705	440.000	1316.075
9.013	146.519	374.748	439.949	1315.695
9.023	148.538	374.531	440.000	1315.543
9.033	148.538	374.596	440.000	1315.391
9.043	146.147	375.051	439.924	1316.303
